NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
1,['dihydrotestosterone'],['dihydrotestosterone'],[],['521-18-6'],[],[],['DHT'],[10635],['521-18-6'],[10635],[],[],[],[],,[],[],True,PubChemCompound,,['521-18-6'],[],ChemischeStof,μg/L,PubChemCid 10635
2,['dimethylsulfide'],['dimethyl sulfide'],[],['75-18-3'],['dimethylsulfide'],['1754'],['DC1yS'],[1068],['75-18-3'],[1068],[],[],[],[],,[],[],True,PubChemCompound,,['75-18-3'],[],ChemischeStof,μg/L,PubChemCid 1068
3,"['1,2,3-trimethylbenzeen']","['1,2,3-trimethylbenzene', 'trimethylbenzene']",[],"['25551-13-7', '526-73-8']","['1,2,3-trimethylbenzeen', 'trimethylbenzeen']","['1110', '1952']",['123TC1yBen'],[10686],"['25551-13-7', '526-73-8']",[10686],[],[],[],[],,[],[],True,PubChemCompound,,['526-73-8'],[],ChemischeStof,μg/L,PubChemCid 10686
2,"['2,3-dimethylfenol']","['2,3-dimethylphenol']",[],['526-75-0'],"['2,3-dimethylfenol']",['2008'],['23DC1yFol'],[10687],['526-75-0'],[10687],[],[],[],[],,[],[],True,PubChemCompound,,['526-75-0'],[],ChemischeStof,μg/L,PubChemCid 10687
2,['pentachlooraniline'],['pentachloroaniline'],[],['527-20-8'],['pentachlooraniline'],['8489'],['PeClAn'],[10693],['527-20-8'],[10693],[],[],[],[],,[],[],True,PubChemCompound,,['527-20-8'],[],ChemischeStof,μg/L,PubChemCid 10693
2,"['1,2,3,5-tetramethylbenzeen']","['1,2,3,5-tetramethylbenzene']",[],['527-53-7'],"['1,2,3,5-tetramethylbenzeen']",['2353'],['1235T4C1yBen'],[10695],['527-53-7'],[10695],[],[],[],[],,[],[],True,PubChemCompound,,['527-53-7'],[],ChemischeStof,μg/L,PubChemCid 10695
1,"['3,4,5-trimethylfenol']","['3,4,5-trimethylphenol']",[],['527-54-8'],[],[],['345TC1yFol'],[10696],['527-54-8'],[10696],[],[],[],[],,[],[],True,PubChemCompound,,['527-54-8'],[],ChemischeStof,μg/L,PubChemCid 10696
1,"['2,4,6-trimethylfenol']","['2,4,6-trimethylphenol']",[],['527-60-6'],[],[],['246TC1yFol'],[10698],['527-60-6'],[10698],[],[],[],[],,[],[],True,PubChemCompound,,['527-60-6'],[],ChemischeStof,μg/L,PubChemCid 10698
1,[],['ethyl methyl pentanamine'],[],['67953-05-3'],['ethylmethylpentaanamine'],['1674'],[],[107000],['67953-05-3'],[107000],[],[],[],[],µg/L,['67953-05-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 107000
2,"['1,2-dinitrobenzeen']","['1,2-dinitrobenzene', 'dinitrobenzene']",[],"['25154-54-5', '528-29-0']",['dinitrobenzeen'],['1143'],['12DNO2Ben'],[10707],"['25154-54-5', '528-29-0']",[10707],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['25154-54-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10707
1,[],['methylbenzonitrile'],[],['25550-22-5'],['methylbenzonitril'],['1742'],[],[10721],['25550-22-5'],[10721],[],[],[],[],µg/L,['25550-22-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10721
1,['alfa-fenchylacetaat'],['alpha-phenchyl acetate'],[],['4057-31-2'],[],[],['afencactt'],[107217],['4057-31-2'],[107217],[],[],[],[],,[],[],True,PubChemCompound,,['4057-31-2'],[],ChemischeStof,μg/L,PubChemCid 107217
1,[],['N-ethyl-N-phenylacetamide'],[],['529-65-7'],['N-ethyl-N-fenylacetamide'],['1733'],[],[10727],['529-65-7'],[10727],[],[],[],[],µg/L,['529-65-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10727
1,['2-chlooracetofenon'],['2-chloroacetophenone'],[],['532-27-4'],[],[],['2Clactfnn'],[10757],['532-27-4'],[10757],[],[],[],[],,[],[],True,PubChemCompound,,['532-27-4'],[],ChemischeStof,μg/L,PubChemCid 10757
3,['thiamethoxam'],['thiamethoxam'],['THIAMETHOXAM'],['153719-23-4'],['thiamethoxam'],['8788'],['thiamtxm'],[107646],['153719-23-4'],"[107646, 5485188, 5821911]",[],['thiamethoxam'],[],[],,[],[],True,PubChemCompound,,['153719-23-4'],[],ChemischeStof,μg/L,"PubChemCid 107646, PubChemCid 5485188, PubChemCid 5821911"
1,['scandium 46'],['scandium 46'],[],['13967-63-0'],[],[],['Sc46'],[107673],['13967-63-0'],[107673],[],[],[],[],,[],[],True,PubChemCompound,,['13967-63-0'],[],ChemischeStof,μg/L,PubChemCid 107673
3,['indoxacarb (S-isomeer)'],"['indoxacarb', 'indoxacarb (S isomer)']",['INDOXACARB'],['173584-44-6'],['indoxacarb'],['8773'],['indxcb'],[107720],['173584-44-6'],[107720],[],['indoxacarb'],[],[],,[],[],True,PubChemCompound,,[],['173584-44-6'],,μg/L,PubChemCid 107720
1,['som indoxacarb (S- en R-isomeer)'],['sum indoxacarb (S and R isomer)'],[],['144171-61-9'],[],[],['sindxcb'],[107720],['144171-61-9'],"[107720, 9936739]",[],[],[],[],,[],[],True,PubChemCompound,,['144171-61-9'],[],ChemischeStof,μg/L,"PubChemCid 107720, PubChemCid 9936739"
1,['heptachloornaftaleen'],['heptachloronaphthalene'],[],['32241-08-0'],[],[],['HpClNaf'],[107818],['32241-08-0'],[107818],[],[],[],[],,[],[],True,PubChemCompound,,['32241-08-0'],[],ChemischeStof,μg/L,PubChemCid 107818
3,['dazomet'],['dazomet'],['DAZOMET'],['533-74-4'],['dazomet'],['8160'],['dazmt'],[10788],['533-74-4'],[10788],[],['dazomet'],[],[],,[],[],True,PubChemCompound,,['533-74-4'],[],ChemischeStof,μg/L,PubChemCid 10788
1,[],['11-nor-delta (9) -tetrahydrocannabinol-9-carboxylic acid'],[],['64280-14-4'],['11-nor-delta(9)-tetrahydrocannabinol-9-carboxylzuur'],['6160'],[],[107885],['64280-14-4'],[107885],[],[],[],[],µg/L,['64280-14-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 107885
1,[],['epoxiconazole'],[],['106325-08-0'],['epoxiconazool'],['8659'],[],[107901],['106325-08-0'],"[107901, 3317081, 11067463]",[],[],[],[],µg/L,['106325-08-0'],[],True,PubChemCompound,,[],[],,μg/L,"PubChemCid 107901, PubChemCid 3317081, PubChemCid 11067463"
1,['epoxiconazool'],['epoxiconazole'],[],['133855-98-8'],[],[],['epxcnzl'],[107901],['133855-98-8'],"[107901, 3317081, 11067463, 123670820]",[],[],[],[],,[],[],True,PubChemCompound,,['133855-98-8'],[],ChemischeStof,μg/L,"PubChemCid 107901, PubChemCid 3317081, PubChemCid 11067463, PubChemCid 123670820"
1,[],['dimethoxyethane'],[],['25154-53-4'],['dimethoxyethaan'],['1429'],[],[10795],['25154-53-4'],[10795],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['25154-53-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10795
1,"[""3,3',4,4'-tetrabroomdifenylether""]","[""3,3 ', 4,4'-tetrabromodiphenyl ether""]",[],['77102-82-0'],[],[],['PBDE77'],[107953],['77102-82-0'],[107953],[],[],[],[],,[],[],True,PubChemCompound,,['77102-82-0'],[],ChemischeStof,μg/L,PubChemCid 107953
3,"['4,6-dinitro-o-cresol']","['2-methyl-4,6-dinitrophenol (DNOC)', '4,6-dinitro-o-cresol', 'Dnoc']",['DNOC'],['534-52-1'],"['2-methyl-4,6-dinitrofenol (DNOC)']",['8259'],['DNOC'],[10800],['534-52-1'],[10800],[],['dnoc'],[],[],,[],[],True,PubChemCompound,,['534-52-1'],[],ChemischeStof,μg/L,PubChemCid 10800
1,['1-isopropyl-3-methyl-benzeen (m-cymeen)'],['1-isopropyl-3-methyl-benzene'],[],['535-77-3'],[],[],['1iC3y3C1yBen'],[10812],['535-77-3'],[10812],[],"['1-isopropyl-3-methyl-benzeen', 'm-cymeen']",[],[],,[],[],True,PubChemCompound,,['535-77-3'],[],ChemischeStof,μg/L,PubChemCid 10812
3,['crimidine'],['crimidine'],['CRIMIDINE'],['535-89-7'],['crimidine'],['8134'],['crimdne'],[10813],['535-89-7'],[10813],[],['crimidine'],[],[],,[],[],True,PubChemCompound,,['535-89-7'],[],ChemischeStof,μg/L,PubChemCid 10813
1,['hexachloornaftaleen'],['hexachloronaphthalene'],[],['1335-87-1'],[],[],['HxClNaf'],[108177],['1335-87-1'],[108177],[],[],[],[],,[],[],True,PubChemCompound,,['1335-87-1'],[],ChemischeStof,μg/L,PubChemCid 108177
3,['desethylterbutylazine'],"['desethyl terbuthylazine', 'desethylterbutylatrazin']",[],['30125-63-4'],"['desethylterbutylatrazin', 'desethylterbutylazine']","['8177', '8681']",['desC2ytC4yaz'],[108201],['30125-63-4'],[108201],[],[],[],[],,[],[],True,PubChemCompound,,['30125-63-4'],[],ChemischeStof,μg/L,PubChemCid 108201
1,['11-nor-9-carboxy-delta-9-tetrahydrocannabinol'],['11-nor-9-carboxy-delta-9-tetrahydrocannabinol'],[],['56354-06-4'],[],[],['11n9cbxd9THC'],[108207],['56354-06-4'],[108207],[],[],[],[],,[],[],True,PubChemCompound,,['56354-06-4'],[],ChemischeStof,μg/L,PubChemCid 108207
1,['5-hydroxythiabendazole'],['5-hydroxythiabendazole'],[],['948-71-0'],[],[],['5HOxtabdzle'],[108227],['948-71-0'],[108227],[],[],[],[],,[],[],True,PubChemCompound,,['948-71-0'],[],ChemischeStof,μg/L,PubChemCid 108227
1,[],['methoxyaniline'],[],['536-90-3'],['methoxyaniline'],['1699'],[],[10824],['536-90-3'],[10824],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10824
1,['amberonne'],['amberonne'],[],['54464-57-2'],[],[],['OTNE'],[108242],['54464-57-2'],[108242],[],[],[],[],,[],[],True,PubChemCompound,,['54464-57-2'],[],ChemischeStof,μg/L,PubChemCid 108242
1,"[""N,N'-bis((5isocyanaat-1,3,3-trimethylcyclohexyl)methyl)ureum""]","[""N\xa0, N'-\xa0bis ((5-isocyanate-1,3,3-trimethylcyclohexyl) methyl) urea""]",[],['55525-54-7'],[],[],['NNb5iCN133TC'],[108344],['55525-54-7'],[108344],[],[],[],[],,[],[],True,PubChemCompound,,['55525-54-7'],[],ChemischeStof,μg/L,PubChemCid 108344
2,['methamfetamine'],['methamphetamine'],[],['537-46-2'],['metamfetamine'],['6156'],['methafAe'],[10836],['537-46-2'],[10836],[],[],[],[],,[],[],True,PubChemCompound,,['537-46-2'],[],ChemischeStof,μg/L,PubChemCid 10836
1,[],['pentylbenzene'],[],['538-68-1'],['pentylbenzeen'],['1107'],[],[10864],['538-68-1'],[10864],[],[],[],[],µg/L,['538-68-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10864
2,['iso-butylbenzeen'],"['iso-butylbenzene', 'isobutylbenzene']",[],['538-93-2'],['isobutylbenzeen'],['2018'],['iC4yBen'],[10870],['538-93-2'],[10870],[],[],[],[],,[],[],True,PubChemCompound,,['538-93-2'],[],ChemischeStof,μg/L,PubChemCid 10870
1,[],['ethyl benzyl ether'],[],['539-30-0'],['ethylbenzylether'],['1496'],[],[10873],['539-30-0'],[10873],[],[],[],[],µg/L,['539-30-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10873
1,[],"['1,2-dibromoethylene']",[],['25429-23-6'],"['1,2-dibroometheen']",['1995'],[],[10897],['25429-23-6'],"[10897, 637929]",[],[],[],[],µg/L,['25429-23-6'],[],True,PubChemCompound,,[],[],,μg/L,"PubChemCid 10897, PubChemCid 637929"
1,['1-chloorpropaan'],['1-chloropropane'],[],['540-54-5'],[],[],['1ClC3a'],[10899],['540-54-5'],[10899],[],[],[],[],,[],[],True,PubChemCompound,,['540-54-5'],[],ChemischeStof,μg/L,PubChemCid 10899
1,['seleniet'],['selenite'],[],['14124-67-5'],[],[],['SeO3'],[1090],['14124-67-5'],[1090],[],[],[],[],,[],[],True,PubChemCompound,,['14124-67-5'],[],ChemischeStof,μg/L,PubChemCid 1090
2,"['1,2-dichlooretheen']","['1,2-dichloroethylene']",[],['540-59-0'],"['1,2-dichlooretheen']",['1042'],['12DClC2e'],[10900],['540-59-0'],[10900],[],[],[],[],,[],[],True,PubChemCompound,,['540-59-0'],[],ChemischeStof,μg/L,PubChemCid 10900
1,"['2,2,4-trimethylpentaan']","['2,2,4-trimethylpentane']",[],['540-84-1'],[],[],['224TC1yC5a'],[10907],['540-84-1'],[10907],[],[],[],[],,[],[],True,PubChemCompound,,['540-84-1'],[],ChemischeStof,μg/L,PubChemCid 10907
1,['tertiair-butylacetaat'],['tertiary butyl acetate'],[],['540-88-5'],[],[],['ttC4yactt'],[10908],['540-88-5'],[10908],[],[],[],[],,[],[],True,PubChemCompound,,['540-88-5'],[],ChemischeStof,μg/L,PubChemCid 10908
1,[],['decamethylcyclopentasiloxane'],[],['541-02-6'],['decamethylcyclopentasiloxaan'],['1908'],[],[10913],['541-02-6'],[10913],[],[],[],[],µg/L,['541-02-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10913
1,[],['hexamethylcyclotrisiloxane'],[],['541-05-9'],['hexamethylcyclotrisiloxaan'],['1909'],[],[10914],['541-05-9'],[10914],[],[],[],[],µg/L,['541-05-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10914
1,[],['dichlorobutane'],[],"['26761-81-9', '541-33-3']",['dichloorbutaan'],['1037'],[],[10926],['26761-81-9'],[10926],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10926
1,['ethyl chloorformaat'],['ethyl chloroformate'],[],['541-41-3'],[],[],['C2yClfmt'],[10928],['541-41-3'],[10928],[],[],[],[],,[],[],True,PubChemCompound,,['541-41-3'],[],ChemischeStof,μg/L,PubChemCid 10928
1,['mandestrobin'],['mandestrobin'],[],['173662-97-0'],[],[],['mandsbn'],[10935908],['173662-97-0'],[10935908],[],[],[],[],,[],[],True,PubChemCompound,,['173662-97-0'],[],ChemischeStof,μg/L,PubChemCid 10935908
2,['dimoxystrobine'],['dimoxystrobin'],[],['149961-52-4'],['dimoxystrobin'],['8853'],['Dmxsbne'],[10936292],['149961-52-4'],[10936292],[],[],[],[],,[],[],True,PubChemCompound,,['149961-52-4'],[],ChemischeStof,μg/L,PubChemCid 10936292
3,['mefenpyr-diethyl'],"['mefenpyr-diethyl', 'mefenpyr-dietyl']",['MEFENPYR_DIETHYL'],['135590-91-9'],['mefenpyr-dietyl'],['8715'],['mefpDC2y'],[10937610],['135590-91-9'],[10937610],[],['mefenpyr-diethyl'],[],[],,[],[],True,PubChemCompound,,['135590-91-9'],[],ChemischeStof,μg/L,PubChemCid 10937610
2,"['1,3-dichloorbenzeen']","['1,3-dichlorobenzene']",[],['541-73-1'],"['1,3-dichloorbenzeen']",['1120'],['13DClBen'],[10943],['541-73-1'],[10943],[],[],[],[],,[],[],True,PubChemCompound,,['541-73-1'],[],ChemischeStof,μg/L,PubChemCid 10943
2,['chloorcyclohexaan'],['chlorocyclohexane'],[],['542-18-7'],['chloorcyclohexaan'],['1113'],['ClccC6a'],[10952],['542-18-7'],[10952],[],[],[],[],,[],[],True,PubChemCompound,,['542-18-7'],[],ChemischeStof,μg/L,PubChemCid 10952
1,['perfluorbutaansulfonamide'],['perfluorobutanesulfonamide'],[],['30334-69-1'],[],[],['PFC4asfAd'],[10958205],['30334-69-1'],[10958205],[],[],[],[],,[],[],True,PubChemCompound,,['30334-69-1'],[],ChemischeStof,μg/L,PubChemCid 10958205
1,['3-chloorpropaannitril'],['3-\xa0chloropropanenitrile'],[],['542-76-7'],[],[],['3ClC3antl'],[10963],['542-76-7'],[10963],[],[],[],[],,[],[],True,PubChemCompound,,['542-76-7'],[],ChemischeStof,μg/L,PubChemCid 10963
1,[],['bis (chloromethyl) ether'],[],['542-88-1'],['bis(chloormethyl)ether'],['1465'],[],[10967],['542-88-1'],[10967],[],[],[],[],µg/L,['542-88-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10967
1,[],['1-chloropentane'],[],['543-59-9'],['1-chloorpentaan'],['1830'],[],[10977],['543-59-9'],[10977],[],[],[],[],µg/L,['543-59-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 10977
1,['sulfiet'],['sulfite'],[],['14265-45-3'],[],[],['SO3'],[1099],['14265-45-3'],[1099],[],[],[],[],,[],[],True,PubChemCompound,,['14265-45-3'],[],ChemischeStof,μg/L,PubChemCid 1099
1,"['2H,2H-perfluordecaanzuur']","['2H, 2H-perfluorodecanoic acid']",[],['27854-31-5'],[],[],['H-PFDA'],[10994425],['27854-31-5'],[10994425],[],[],[],[],,[],[],True,PubChemCompound,,['27854-31-5'],[],ChemischeStof,μg/L,PubChemCid 10994425
1,['N-methylperfluorbutaansulfonamide'],['N-methyl perfluorobutanesulfonamide'],[],['68298-12-4'],[],[],['NC1yPFC4asfA'],[109968],['68298-12-4'],[109968],[],[],[],[],,[],[],True,PubChemCompound,,['68298-12-4'],[],ChemischeStof,μg/L,PubChemCid 109968
2,"['1,2-dichloorethaan']","['1,2-dichloroethane']",[],['107-06-2'],"['1,2-dichloorethaan']",['1040'],['12DClC2a'],[11],['107-06-2'],[11],[],[],[],[],,[],[],True,PubChemCompound,,['107-06-2'],[],ChemischeStof,μg/L,PubChemCid 11
2,['tetradecaanzuur'],['tetradecanoic acid'],[],['544-63-8'],['tetradecaanzuur'],['1640'],['C14azr'],[11005],['544-63-8'],[11005],[],[],[],[],,[],[],True,PubChemCompound,,['544-63-8'],[],ChemischeStof,μg/L,PubChemCid 11005
1,[],['hexadecane'],[],['544-76-3'],['hexadecaan'],['1007'],[],[11006],['544-76-3'],[11006],[],[],[],[],µg/L,['544-76-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11006
1,[],['dotriacontane'],[],['544-85-4'],['dotriacontaan'],['2190'],[],[11008],['544-85-4'],[11008],[],[],[],[],µg/L,['544-85-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11008
3,"['jodosulfuron', 'jodosulfuron-methyl']","['iodosulfuron-methyl', 'jodosulfuron']",[],"['144550-06-1', '144550-36-7', '185119-76-0']",['iodosulfuron-methyl'],['8811'],"['Isfrn', 'IsfrnC1y']",[11027582],"['144550-06-1', '185119-76-0']",[11027582],[],[],[],[],,[],[],True,PubChemCompound,,['144550-06-1'],[],ChemischeStof,μg/L,PubChemCid 11027582
1,[],['chlorobenzenethanol'],[],['1004-99-5'],['chloorbenzeenethanol'],['1524'],[],[11040944],['1004-99-5'],[11040944],[],[],[],[],µg/L,['1004-99-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11040944
2,['diaceton-L-sorbose'],['diacetone-L-sorbose'],[],['17682-70-1'],['diaceton-L-sorbose'],['2171'],['DactLsbse'],[11043496],['17682-70-1'],[11043496],[],[],[],[],,[],[],True,PubChemCompound,,['17682-70-1'],[],ChemischeStof,μg/L,PubChemCid 11043496
5,"['fluoxastrobin', 'trans-fluoxastrobin']","['E, Z-fluoxastrobin', 'E-fluoxastrobin', 'fluoxastrobin', 'trans-fluoxastrobin']",['FLUOXASTROBIN'],"['193740-76-0', '361377-29-9']","['E,Z-fluoxastrobin', 'E-fluoxastrobin']","['8799', '9022']","['fluoxsbn', 'tfluoxsbn']","[9804219, 11048796]","['193740-76-0', '361377-29-9']",[11048796],[],['fluoxastrobin'],[],['row merged only based on Cas2Cid because Alias2Cid was not found on all rows'],,[],[],True,PubChemCompound,,[],['361377-29-9'],,μg/L,PubChemCid 11048796
2,['proquinazid'],['proquinazid'],[],['189278-12-4'],['proquinazid'],['8932'],['proqazd'],[11057771],['189278-12-4'],[11057771],[],[],[],[],,[],[],True,PubChemCompound,,['189278-12-4'],[],ChemischeStof,μg/L,PubChemCid 11057771
2,['acesulfame K'],"['acesulfame K.', 'acesulfame-K']",[],['55589-62-3'],['acesulfaam-K'],['2281'],['acsfmeK'],[11074431],['55589-62-3'],[11074431],[],[],[],[],µg/L,['55589-62-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11074431
1,[],['trichloromethylphenol'],[],['551-76-8'],['trichloormethylfenol'],['1546'],[],[11085],['551-76-8'],[11085],[],[],[],[],µg/L,['551-76-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11085
2,['2-aminoacetofenon'],['2-aminoacetophenone'],[],['551-93-9'],['2-aminoacetofenon'],['2037'],['2Aoactfnn'],[11086],['551-93-9'],[11086],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['551-93-9'],[],ChemischeStof,μg/L,PubChemCid 11086
1,['cyclanilide'],['cyclanilide'],[],['113136-77-9'],[],[],['cycnlde'],[11097730],['113136-77-9'],[11097730],[],[],[],[],,[],[],True,PubChemCompound,,['113136-77-9'],[],ChemischeStof,μg/L,PubChemCid 11097730
2,"['2,4-dichlooraniline']","['2,4-dichloroaniline']",[],['554-00-7'],"['2,4-dichlooraniline']",['8195'],['24DClAn'],[11123],['554-00-7'],[11123],[],[],[],[],,[],[],True,PubChemCompound,,['554-00-7'],[],ChemischeStof,μg/L,PubChemCid 11123
1,['methylpropylaat'],['methyl propylate'],[],['554-12-1'],[],[],['C1yC3yat'],[11124],['554-12-1'],[11124],[],[],[],[],,[],[],True,PubChemCompound,,['554-12-1'],[],ChemischeStof,μg/L,PubChemCid 11124
1,['lithium carbonaat'],['lithium carbonate'],[],['554-13-2'],[],[],['LiCO3'],[11125],['554-13-2'],[11125],[],[],[],[],,[],[],True,PubChemCompound,,['554-13-2'],[],ChemischeStof,μg/L,PubChemCid 11125
1,['emamectin (B1a)'],['emamectin (B1a)'],[],['121124-29-6'],[],[],['emmtnB1a'],[11136686],['121124-29-6'],[11136686],[],[],[],[],,[],[],True,PubChemCompound,,['121124-29-6'],[],ChemischeStof,μg/L,PubChemCid 11136686
2,['emamectin'],['emamectin'],[],['119791-41-2'],['emamectin'],['8857'],['emmtn'],[11136686],['119791-41-2'],"[11136686, 11549937]",[],[],[],[],,[],[],True,PubChemCompound,,['119791-41-2'],[],ChemischeStof,μg/L,"PubChemCid 11136686, PubChemCid 11549937"
2,['3-nitrofenol'],['3-nitrophenol'],[],['554-84-7'],['3-nitrofenol'],['1847'],['3NO2Fol'],[11137],['554-84-7'],[11137],[],[],[],[],,[],[],True,PubChemCompound,,['554-84-7'],[],ChemischeStof,μg/L,PubChemCid 11137
3,['S-metolachloor'],"['S-Metolachlor', 'S-metolachlor']",['S_METOLACHLOOR'],['87392-12-9'],['S-metolachloor'],['8735'],['SmtlCl'],[11140605],['87392-12-9'],[11140605],[],['s-metolachloor'],[],[],,[],[],True,PubChemCompound,,[],"['87392-12-9', '178961-20-1']",,μg/L,PubChemCid 11140605
2,['neburon'],['neburon'],[],['555-37-3'],['neburon'],['8456'],['nebrn'],[11145],['555-37-3'],[11145],[],[],[],[],,[],[],True,PubChemCompound,,['555-37-3'],[],ChemischeStof,μg/L,PubChemCid 11145
3,['metalaxyl-M'],"['Metalaxyl-M', 'metalaxyl-M']",['METALAXYL_M'],['70630-17-0'],['metalaxyl-M'],['8734'],['mlxlM'],[11150163],['70630-17-0'],[11150163],[],['metalaxyl-m'],[],[],,[],[],True,PubChemCompound,,['70630-17-0'],[],ChemischeStof,μg/L,PubChemCid 11150163
3,['fluopyram'],['fluopyram'],['FLUOPYRAM'],['658066-35-4'],['fluopyram'],['8876'],['fluoprm'],[11158353],['658066-35-4'],[11158353],[],['fluopyram'],[],[],,[],[],True,PubChemCompound,,['658066-35-4'],[],ChemischeStof,μg/L,PubChemCid 11158353
3,['fluopicolide'],['fluopicolide'],['FLUOPICOLIDE'],['239110-15-7'],['fluopicolide'],['8798'],['fluopclde'],[11159021],['239110-15-7'],[11159021],[],['fluopicolide'],[],[],,[],[],True,PubChemCompound,,['239110-15-7'],[],ChemischeStof,μg/L,PubChemCid 11159021
1,['glycidol'],['glycidol'],[],['556-52-5'],[],[],['glycdl'],[11164],['556-52-5'],[11164],[],[],[],[],,[],[],True,PubChemCompound,,['556-52-5'],[],ChemischeStof,μg/L,PubChemCid 11164
3,['methylisothiocyanaat'],"['methyl isothiocyanate', 'methyl isothiocyanate (MITC)']",['METHYLISOTHIOCYANAAT'],['556-61-6'],['methylisothiocyanaat (MITC)'],['8430'],['C1yitoCN'],[11167],['556-61-6'],[11167],[],['methylisothiocyanaat'],[],[],,[],[],True,PubChemCompound,,['556-61-6'],[],ChemischeStof,μg/L,PubChemCid 11167
3,['octamethylcyclotetrasiloxaan'],"['octamethylcyclotetrasiloxane', 'octamethylcyclotrisiloxane']",[],['556-67-2'],"['octamethylcyclotetrasiloxaan', 'octamethylcyclotrisiloxaan']","['1910', '1911']",['OcC1yccT4slx'],[11169],['556-67-2'],[11169],[],[],[],[],,[],[],True,PubChemCompound,,['556-67-2'],[],ChemischeStof,μg/L,PubChemCid 11169
2,['sulfaat'],"['Sulphate', 'sulfate']",[],['14808-79-8'],['sulfaat'],['232'],['SO4'],[1117],['14808-79-8'],[1117],[],['sulfaat'],['SO4'],[],,[],[],True,PubChemCompound,ions,['14808-79-8'],[],ChemischeStof,mg/L,PubChemCid 1117
1,[],['4-methylbenzenesulfonate'],[],['70778-73-3'],['4-methylbenzeensulfonaat'],['2204'],[],[111707],['70778-73-3'],[111707],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['70778-73-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 111707
1,['zwavelzuur'],['sulphuric acid'],[],['7664-93-9'],[],[],['H2SO4'],[1118],['7664-93-9'],[1118],[],[],[],[],,[],[],True,PubChemCompound,,['7664-93-9'],[],ChemischeStof,μg/L,PubChemCid 1118
1,['zwaveldioxide'],['Sulphur dioxide'],[],['7446-09-5'],[],[],['SO2'],[1119],['7446-09-5'],[1119],[],[],[],[],,[],[],True,PubChemCompound,,['7446-09-5'],[],ChemischeStof,μg/L,PubChemCid 1119
3,['flubendiamide'],['flubendiamide'],['FLUBENDIAMIDE'],['272451-65-7'],['flubendiamide'],['8872'],['flubDad'],[11193251],['272451-65-7'],[11193251],[],['flubendiamide'],[],[],,[],[],True,PubChemCompound,,['272451-65-7'],[],ChemischeStof,μg/L,PubChemCid 11193251
